ms_gush,ms_chelka,ktatrova
6152,37,94
6153,32,94
6152,38,94
6152,39,94
6132,79,94
6132,77,94
6132,82,94
6153,43,94
6152,47,94
7241,21,94
7241,39,94
7242,28,94
7242,37,94
7244,4,94
6163,219,94
7243,12,94
7243,13,94
6147,18,94
6147,17,94
7244,32,94
6163,179,94
7244,8,94
6163,221,94
6130,12,94
6153,6,94
6129,68,94
6152,15,94
6152,17,94
6153,5,94
6129,66,94
6153,16,94
6153,24,94
6129,100,94
6152,36,94
6147,15,94
6147,11,94
6147,30,94
6147,40,94
7241,28,94
6152,31,94
6152,33,94
6129,72,94
6153,30,94
6152,41,94
6152,40,94
6153,42,94
6153,33,94
6152,48,94
7244,27,94
7244,34,94
7244,46,94
6152,71,94
7241,2,94
7241,45,94
6149,138,94
6147,53,94
6147,59,94
6147,60,94
6149,84,94
6147,26,94
6131,49,94
6147,33,94
6147,13,94
6152,61,94
6147,12,94
6143,841,94
7244,55,94
6147,29,94
6147,28,94
6147,32,94
6147,31,94
7241,31,94
6147,27,94
7244,40,94
7244,71,94
6147,37,94
6147,41,94
6147,44,94
6147,55,94
6147,52,94
6149,56,94
7241,75,94
6147,77,94
6149,61,94
6147,61,94
6149,64,94
6149,65,94
7244,70,94
6149,113,94
6149,140,94
6149,132,94
6149,85,94
6149,104,94
6149,63,94
7241,59,94
7242,33,94
7241,56,94
6149,69,94
6149,67,94
7241,42,94
7241,74,94
6149,106,94
6130,238,94
6146,232,94
7243,16,94
7243,20,94
7243,29,94
7242,14,94
6141,136,94
6146,292,94
7243,23,94
6132,78,94
7242,8,94
6149,82,94
7243,7,94
7242,16,94
7242,15,94
7242,30,94
7243,11,94
6141,64,94
6139,36,94
7244,58,94
7244,51,94
7244,54,94
6149,76,94
7241,65,94
6129,88,94
7244,66,94
7244,64,94
7244,49,94
6129,82,94
6153,10,94
6129,84,94
7241,34,94
6152,10,94
6153,4,94
6152,24,94
6152,23,94
7241,41,94
6129,69,94
6153,23,94
6152,29,94
6153,28,94
6129,99,94
6153,29,94
6152,34,94
6153,31,94
6153,44,94
6129,75,94
6153,36,94
6152,49,94
6147,34,94
7241,6,94
6147,24,94
6147,16,94
6152,65,94
6147,14,94
6152,57,94
6147,35,94
6147,39,94
6147,50,94
7241,29,94
6147,82,94
6147,54,94
6149,115,94
6147,57,94
6149,119,94
6149,60,94
6149,86,94
6149,112,94
6147,65,94
6149,66,94
6149,70,94
6149,68,94
6149,107,94
7241,5,94
6129,171,94
6129,167,94
7204,22,94
7204,76,94
7204,75,94
7204,65,94
7204,67,94
7204,72,94
7204,73,94
7204,74,94
7204,63,94
6153,58,94
6130,294,94
6153,53,94
7205,88,94
7205,73,94
7205,71,94
7205,70,94
7205,69,94
7205,46,94
7205,87,94
7205,86,94
7205,85,94
7205,45,94
7244,15,94
7244,21,94
7244,83,94
7244,85,94
6132,76,94
7203,114,94
7203,115,94
7203,108,94
7203,105,94
7203,79,94
7203,74,94
7203,64,94
7203,65,94
6129,192,94
6129,202,94
6129,177,94
7203,110,94
7203,113,94
7203,72,94
7203,83,94
7203,80,94
7203,75,94
6132,83,94
6146,338,94
7243,19,94
7204,70,94
7204,56,94
7204,68,94
7204,71,94
7204,53,94
7204,54,94
6153,7,94
6146,337,94
6130,295,94
6153,8,94
6130,14,94
6130,15,94
6130,16,94
7205,79,94
7205,54,94
7205,64,94
7205,95,94
6129,73,94
6129,162,94
6129,168,94
7205,90,94
7205,53,94
7205,72,94
7205,58,94
7205,63,94
7243,8,94
7243,21,94
6141,22,94
7242,18,94
6129,103,94
6163,182,94
6129,132,94
6129,131,94
7244,73,94
6141,63,94
6141,128,94
7243,22,94
6146,124,94
7243,30,94
7204,35,94
7204,55,94
7204,60,94
7204,64,94
7204,59,94
7204,58,94
7205,59,94
7205,43,94
7205,60,94
7205,61,94
6147,75,94
6147,78,94
7244,81,94
7244,44,94
7244,53,94
6129,155,94
6129,165,94
7205,81,94
7205,82,94
7205,68,94
7205,66,94
7205,56,94
7205,57,94
6130,17,94
7203,112,94
7203,104,94
7203,99,94
7203,36,94
7203,78,94
7203,67,94
7203,69,94
6130,299,94
6129,175,94
7203,109,94
7203,85,94
7203,92,94
7203,89,94
7203,81,94
7203,73,94
7203,70,94
6139,2,94
7244,31,94
6163,181,94
7244,1,94
6129,1,94
6129,2,94
6130,349,94
6129,201,94
6129,188,94
7203,88,94
7203,101,94
7203,96,94
7203,94,94
7203,95,94
7203,63,94
7203,62,94
7203,61,94
6129,5,94
7203,87,94
7203,97,94
7203,102,94
7203,93,94
7203,60,94
6130,65,94
7242,38,94
7242,17,94
7242,20,94
7242,31,94
6147,64,94
6147,73,94
6147,66,94
6149,127,94
6149,182,94
6149,126,94
6149,194,94
6149,122,94
6149,175,94
6149,169,94
6149,179,94
6149,139,94
6149,141,94
6149,142,94
6149,143,94
6147,115,94
6147,113,94
6149,200,94
6131,39,94
6152,32,94
6153,39,94
6131,45,94
6131,44,94
6153,22,94
6130,271,94
6153,60,94
6153,41,94
6153,46,94
6153,59,94
6152,1,94
6129,170,94
6153,14,94
6131,46,94
6152,51,94
6149,57,94
6147,2,94
6152,78,94
6129,98,94
6130,66,94
6152,6,94
6147,91,94
7205,97,94
6147,96,94
6149,180,94
6149,173,94
6149,188,94
6149,186,94
6149,120,94
6147,63,94
6147,105,94
6147,107,94
6149,110,94
6149,137,94
6149,116,94
6148,21,94
6147,109,94
7205,103,94
7205,98,94
6130,303,94
6153,56,94
6152,64,94
6153,17,94
6153,18,94
6152,53,94
6130,53,94
6153,9,94
6130,304,94
6129,138,94
6147,9,94
6152,27,94
7205,94,94
6149,198,94
6149,196,94
6149,91,94
6149,144,94
6149,147,94
6149,171,94
6147,36,94
6149,108,94
6149,136,94
7205,104,94
7205,105,94
7205,99,94
6147,90,94
6153,62,94
7204,47,94
6152,84,94
6152,50,94
6152,60,94
6152,52,94
6153,13,94
6147,3,94
6147,4,94
6147,5,94
6147,8,94
6130,345,94
6130,344,94
7205,100,94
7205,101,94
6146,336,94
6132,98,94
6132,101,94
6132,266,94
6132,265,94
6132,91,94
6149,94,94
6132,66,94
6149,98,94
6149,100,94
6132,123,94
7204,41,94
7204,43,94
7204,45,94
6132,133,94
6132,137,94
6132,153,94
6132,267,94
6132,283,94
6132,274,94
7204,52,94
7204,33,94
7204,66,94
7204,69,94
7204,62,94
7204,61,94
6153,52,94
6153,45,94
6130,293,94
6152,44,94
6147,1,94
6152,83,94
6132,80,94
6132,69,94
6132,88,94
6152,81,94
7204,32,94
6132,141,94
6149,192,94
6149,87,94
6149,99,94
6149,97,94
6132,149,94
6132,103,94
6132,106,94
7204,46,94
7204,48,94
7204,49,94
6132,121,94
6132,125,94
6132,127,94
6132,131,94
6132,269,94
6132,270,94
6132,273,94
6132,271,94
6132,308,94
6149,167,94
7204,39,94
6132,139,94
6132,143,94
6132,105,94
6132,288,94
7205,84,94
7205,80,94
7205,67,94
7205,55,94
7205,106,94
6147,74,94
7205,76,94
7244,74,94
6129,169,94
6129,151,94
7205,83,94
7205,89,94
7205,65,94
7205,74,94
7205,62,94
6129,222,94
7244,14,94
7244,20,94
6129,195,94
7203,111,94
7203,86,94
7203,98,94
7203,77,94
7203,76,94
7203,66,94
7203,68,94
6130,357,94
7203,58,94
7203,106,94
7203,100,94
7203,91,94
7203,90,94
7203,82,94
7203,71,94
7242,32,94
7242,44,94
6146,234,94
6146,231,94
6146,223,94
6146,287,94
6146,324,94
7243,9,94
6146,454,94
6146,225,94
6146,368,94
6146,371,94
6146,448,94
6146,394,94
6146,271,94
7243,15,94
6146,326,94
7243,27,94
6146,385,94
6146,318,94
6146,334,94
6146,303,94
6146,340,94
6146,321,94
7243,4,94
6146,229,94
6146,228,94
6146,333,94
6146,374,94
6146,233,94
6148,26,94
6146,450,94
6146,339,94
6129,226,94
6146,327,94
6146,270,94
6146,291,94
7243,14,94
6146,290,94
6146,320,94
6146,288,94
6138,80,94
6130,291,94
7243,5,94
6146,322,94
7243,17,94
6146,406,94
6146,403,94
6146,227,94
6146,230,94
7242,42,94
7242,39,94
7242,40,94
7242,29,94
7242,41,94
7242,47,94
6146,451,94
6147,62,94
6149,128,94
6149,150,94
6149,89,94
6149,121,94
6149,146,94
6147,103,94
6149,177,94
6149,184,94
6149,109,94
6149,118,94
6149,117,94
6147,101,94
7205,102,94
6152,2,94
6152,26,94
6152,42,94
6131,47,94
6153,38,94
6146,386,94
7241,27,94
6146,235,94
7242,50,94
7242,5,94
7242,48,94
7242,36,94
7242,9,94
7242,26,94
6130,341,94
6146,325,94
7243,24,94
6146,329,94
7243,3,94
7243,28,94
7241,50,94
6146,398,94
6146,313,94
6152,62,94
6153,61,94
6153,20,94
6152,72,94
6130,300,94
6152,3,94
6129,76,94
6147,10,94
6152,13,94
6129,187,94
7205,96,94
6147,84,94
7242,3,94
7242,2,94
7242,6,94
7242,25,94
7242,27,94
7242,43,94
7242,121,94
7242,34,94
6146,284,94
6130,328,94
6129,225,94
6132,311,94
6132,289,94
6132,261,94
6132,350,94
6132,264,94
7204,50,94
6132,282,94
6132,295,94
6132,304,94
6132,306,94
6132,280,94
6132,371,94
6132,370,94
7204,34,94
6132,368,94
7242,51,94
6132,102,94
6132,305,94
6132,81,94
6132,145,94
6132,73,94
6132,309,94
6149,190,94
6149,96,94
6149,101,94
6132,147,94
7204,42,94
7204,40,94
7204,44,94
6149,102,94
6132,129,94
6132,135,94
6132,268,94
6132,272,94
6132,284,94
6132,275,94
6132,287,94
6132,286,94
6132,363,94
6132,372,94
6132,373,94
6132,71,94
6132,310,94
6132,298,94
6132,342,94
6132,70,94
6132,151,94
6151,7,94
6151,23,94
6132,64,94
6151,10,94
6151,15,94
6151,24,94
6151,25,94
6151,3,94
6149,47,94
6151,26,94
6132,346,94
6132,215,94
6152,59,94
6152,55,94
6152,54,94
6149,1,94
6149,37,94
6149,30,94
6149,51,94
6149,33,94
6149,23,94
6149,24,94
6149,12,94
6149,13,94
6151,22,94
6132,290,94
6151,14,94
6132,291,94
6152,56,94
6149,21,94
6149,39,94
6149,55,94
6149,40,94
6149,49,94
6149,50,94
6149,48,94
6149,44,94
6149,45,94
6149,46,94
6151,8,94
6130,356,94
6149,34,94
6149,31,94
6149,19,94
6149,8,94
6149,9,94
6151,29,94
6151,30,94
6132,233,94
6151,2,94
6151,55,94
6151,45,94
6149,15,94
6149,28,94
6149,14,94
6149,7,94
6149,4,94
6151,61,94
7204,37,94
6149,2,94
6149,43,94
6149,27,94
6132,260,94
6137,104,94
6151,63,94
6151,53,94
6132,351,94
6149,20,94
6149,53,94
6149,52,94
6149,42,94
6151,5,94
6151,17,94
6151,16,94
6152,75,94
6149,22,94
6149,29,94
6149,11,94
6149,10,94
6149,5,94
6149,6,94
6151,65,94
6132,343,94
6132,293,94
6132,259,94
6132,196,94
6132,211,94
6132,213,94
6132,2,94
6149,25,94
6132,198,94
6146,236,94
6146,226,94
6148,20,94
6148,32,94
6147,86,94
7243,31,94
6146,289,94
6146,300,94
7241,66,94
7243,10,94
6146,319,94
6130,292,94
6146,328,94
6146,330,94
7243,6,94
6146,405,94
7243,18,94
6146,404,94
6146,401,94
7242,4,94
7242,19,94
7242,7,94
6146,452,94
6146,279,94
6132,341,94
6132,340,94
6132,307,94
6132,285,94
6132,374,94
6132,375,94
6132,369,94
6132,72,94
6132,263,94
6151,59,94
6151,51,94
6151,73,94
6151,9,94
6151,12,94
6151,69,94
6132,217,94
6131,90,94
6149,35,94
6149,38,94
6149,36,94
6149,54,94
6149,41,94
6151,71,94
6151,4,94
6149,32,94
6149,18,94
6149,16,94
6149,17,94
6151,13,94
6151,28,94
6151,67,94
6132,68,94
6132,345,94
6151,57,94
7204,36,94
6149,3,94
6149,165,94
6149,26,94
6132,159,94
6163,185,94
6163,87,94
6163,178,94
6163,188,94
6163,7,94
6163,187,94
7423,3,94
7423,4,94
7423,8,94
7423,27,94
7423,10,94
7423,9,94
7423,16,94
7423,17,94
7423,15,94
7423,18,94
7423,19,94
7423,29,94
7423,6,94
7423,7,94
7423,28,94
7423,25,94
6135,354,94
6131,73,94
6131,48,94
6135,352,94
6130,241,94
6130,306,94
6130,289,94
6131,50,94
6131,59,94
6131,65,94
6131,56,94
6131,64,94
6131,52,94
6130,318,94
6132,294,94
6132,344,94
6132,376,94
6132,377,94
6129,160,94
6129,106,94
6129,55,94
6129,53,94
6129,54,94
6129,60,94
6129,56,94
6129,50,94
6129,41,94
6129,40,94
6129,39,94
6129,51,94
6129,52,94
6129,63,94
6129,61,94
6129,62,94
6129,43,94
6129,45,94
6129,206,94
6129,44,94
6129,42,94
6129,159,94
6129,146,94
7241,25,94
7241,48,94
6146,211,94
7241,26,94
6146,219,94
7241,19,94
7241,18,94
7241,53,94
7241,20,94
7241,11,94
7241,38,94
7241,15,94
7244,75,94
7241,49,94
7241,17,94
7244,63,94
6129,156,94
6146,276,94
6146,65,94
6146,366,94
6129,148,94
6129,157,94
6129,49,94
6129,218,94
6129,213,94
6129,210,94
7205,77,94
7205,93,94
7205,78,94
7205,92,94
7205,91,94
6146,377,94
6146,352,94
6146,356,94
6137,201,94
6129,215,94
6129,217,94
6130,335,94
7241,22,94
7241,40,94
7241,24,94
7241,69,94
7241,30,94
7241,47,94
7241,35,94
7241,37,94
7241,51,94
7241,68,94
7241,71,94
7241,72,94
7241,23,94
7241,67,94
7241,70,94
7241,7,94
6142,269,94
7241,76,94
6141,132,94
7243,26,94
7242,10,94
6130,290,94
6146,396,94
7204,26,94
7204,29,94
7242,35,94
7242,126,94
7242,11,94
6130,298,94
7205,75,94
7205,50,94
7423,21,94
7203,52,94
6132,348,94
6132,276,94
6146,294,94
7242,123,94
7423,13,94
7205,30,94
7203,103,94
6146,332,94
7423,2,94
6130,353,94
6130,354,94
6132,258,94
6146,331,94
7205,41,94
6130,355,94
7203,54,94
6129,197,94
6146,447,94
6132,312,94
7242,23,94
7204,57,94
7205,48,94
6146,335,94
7423,23,94
7203,84,94
7203,55,94
6132,349,94
6146,455,94
6146,399,94
7423,26,94
6130,280,94
7241,32,94
7241,52,94
6132,347,94
7242,24,94
7242,125,94
7242,13,94
7242,12,94
7242,49,94
7205,51,94
7205,52,94
7423,24,94
7423,11,94
6130,346,94
6132,303,94
6132,262,94
6132,355,94
6146,449,94
7423,12,94
7203,56,94
7203,107,94
6146,400,94
6146,397,94
7423,5,94
7204,38,94
7204,51,94
7203,50,94
6146,453,94
7205,29,94
7423,22,94
7423,20,94
