OBJECTID,ms_gush,k_status_hesder,ms_chelka,ms_shetach_rashum,ms_shetach,tr_idkun_acharon,k_input_source,tr_chelka,heara,sw_baalut,ms_gush_vechelka,date_import,Shape_Length,Shape_Area,oidtatrova,ktatrova,krova,dateimport,ShapeArea
11028,6936,1,198,92.8566,92.85,,1,1991-01-03T00:00:00.000,,-1,6936198,09/06/2015 1:33,50.67586418,92.85209,21,55,5,20/12/2012 1:39,543345
11029,6936,1,41,562.65075,562.3,,1,1991-01-03T00:00:00.000,,-1,693641,09/06/2015 1:33,97.88707067,562.3049145,21,55,5,20/12/2012 1:39,543345
11041,6936,1,53,551.7357,551.63,,1,1991-01-03T00:00:00.000,,-1,693653,09/06/2015 1:33,96.88100464,551.6299625,21,55,5,20/12/2012 1:39,543345
11042,6936,1,63,545.33605,545.35,,1,1991-01-03T00:00:00.000,,-1,693663,09/06/2015 1:33,95.95357565,545.3536215,21,55,5,20/12/2012 1:39,543345
11076,6936,1,152,379.5990249,379.66,,1,1991-01-03T00:00:00.000,,-1,6936152,09/06/2015 1:33,90.02990345,379.655878,21,55,5,20/12/2012 1:39,543345
11078,6936,1,50,561.5405,561.42,,1,1991-01-03T00:00:00.000,,-1,693650,09/06/2015 1:33,97.59747132,561.4202545,21,55,5,20/12/2012 1:39,543345
11080,6936,1,83,578.54995,578.38,,1,1991-01-03T00:00:00.000,,-1,693683,09/06/2015 1:33,102.0937019,578.3846115,21,55,5,20/12/2012 1:39,543345
11093,6936,1,65,589.32775,588.9,,1,1991-01-03T00:00:00.000,,-1,693665,09/06/2015 1:33,97.0825229,588.9024205,21,55,5,20/12/2012 1:39,543345
11095,6921,1,52,508.9791,508.86,,1,1991-01-03T00:00:00.000,,-1,692152,09/06/2015 1:33,90.55600488,508.8563235,21,55,5,20/12/2012 1:39,543345
11096,6920,0,54,606,607.22,,0,1899-12-30T00:00:00.000,,-1,692054,09/06/2015 1:33,100.4800269,607.220571,21,55,5,20/12/2012 1:39,543345
11101,6925,1,82,545.9900252,545.96,,1,1991-01-03T00:00:00.000,,-1,692582,09/06/2015 1:33,97.6846901,545.9641835,21,55,5,20/12/2012 1:39,543345
11128,6936,1,148,283.1136,283.53,,1,1991-01-03T00:00:00.000,,-1,6936148,09/06/2015 1:33,76.039883,283.5276315,21,55,5,20/12/2012 1:39,543345
11251,6936,1,10,444.0394,443.92,,1,1991-01-03T00:00:00.000,,-1,693610,09/06/2015 1:33,92.10365197,443.9208685,21,55,5,20/12/2012 1:39,543345
11253,6936,1,11,409.6191,409.48,,1,1991-01-03T00:00:00.000,,-1,693611,09/06/2015 1:33,91.96935137,409.483159,21,55,5,20/12/2012 1:39,543345
11334,6936,1,2,430.04505,430.06,,1,1991-01-03T00:00:00.000,,-1,69362,09/06/2015 1:33,83.74342339,430.0568435,21,55,5,20/12/2012 1:39,543345
11337,6936,1,3,344.88425,344.89,,1,1991-01-03T00:00:00.000,,-1,69363,09/06/2015 1:33,79.09851115,344.88685,21,55,5,20/12/2012 1:39,543345
11382,6936,1,9,433.55085,433.47,,1,1991-01-03T00:00:00.000,,-1,69369,09/06/2015 1:33,91.22658957,433.4720235,21,55,5,20/12/2012 1:39,543345
11389,6936,1,24,462.239,462.25,,1,1991-01-03T00:00:00.000,,-1,693624,09/06/2015 1:33,89.41906006,462.249173,21,55,5,20/12/2012 1:39,543345
11406,6936,1,38,607.8357,607.86,,1,1991-01-03T00:00:00.000,,-1,693638,09/06/2015 1:33,99.95504073,607.859771,21,55,5,20/12/2012 1:39,543345
11412,6936,1,25,610.7526,610.98,2010-11-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,693625,09/06/2015 1:33,99.39521234,610.980932,21,55,5,20/12/2012 1:39,543345
11422,6920,0,38,1470,1473.9,,1,1899-12-30T00:00:00.000,,-1,692038,09/06/2015 1:33,158.1827811,1473.899134,21,55,5,20/12/2012 1:39,543345
11505,7455,0,6,292,285.4,,0,1991-01-03T00:00:00.000,,-1,74556,09/06/2015 1:33,77.51345878,285.395753,21,55,5,20/12/2012 1:39,543345
11510,7452,0,19,331,318.71,,0,1991-01-03T00:00:00.000,,-1,745219,09/06/2015 1:33,75.7237798,318.7111225,21,55,5,20/12/2012 1:39,543345
11512,6921,1,33,655.7526,655.89,,1,1991-01-03T00:00:00.000,,-1,692133,09/06/2015 1:33,102.5746363,655.885277,21,55,5,20/12/2012 1:39,543345
11515,7455,0,8,738,742.48,,0,1991-01-03T00:00:00.000,,-1,74558,09/06/2015 1:33,112.7638733,742.4842485,21,55,5,20/12/2012 1:39,543345
11516,6921,1,35,588.76525,588.67,,1,1991-01-03T00:00:00.000,,-1,692135,09/06/2015 1:33,100.4169407,588.6739545,21,55,5,20/12/2012 1:39,543345
11540,6921,1,37,599.6167,599.53,,1,1991-01-03T00:00:00.000,,-1,692137,09/06/2015 1:33,98.82849597,599.5270955,21,55,5,20/12/2012 1:39,543345
11543,6921,1,38,605.3840594,605.4,,1,1991-01-03T00:00:00.000,,-1,692138,09/06/2015 1:33,98.9826416,605.4005285,21,55,5,20/12/2012 1:39,543345
11546,6920,0,43,360,361.19,,1,1899-12-30T00:00:00.000,,-1,692043,09/06/2015 1:33,85.8955932,361.186105,21,55,5,20/12/2012 1:39,543345
11557,6920,0,34,467,467.12,,1,1899-12-30T00:00:00.000,,-1,692034,09/06/2015 1:33,89.19062575,467.1210685,21,55,5,20/12/2012 1:39,543345
11560,6921,1,51,586.8146,586.59,,1,1991-01-03T00:00:00.000,,-1,692151,09/06/2015 1:33,100.8601845,586.5881605,21,55,5,20/12/2012 1:39,543345
11562,6920,0,55,600,600.9,2008-01-15T00:00:00.000,0,1899-12-30T00:00:00.000,,-1,692055,09/06/2015 1:33,100.0785967,600.9027085,21,55,5,20/12/2012 1:39,543345
11564,6921,1,115,510.2164,510.16,,1,1991-01-03T00:00:00.000,,-1,6921115,09/06/2015 1:33,90.15409148,510.1648115,21,55,5,20/12/2012 1:39,543345
11565,6921,1,49,585.94775,586.18,,1,1991-01-03T00:00:00.000,,-1,692149,09/06/2015 1:33,99.92579501,586.1827385,21,55,5,20/12/2012 1:39,543345
11570,6921,1,119,625.1242,625.12,,1,1991-01-03T00:00:00.000,,-1,6921119,09/06/2015 1:33,105.5634465,625.120412,21,55,5,20/12/2012 1:39,543345
11573,6921,1,96,4.3076,4.3,,2,1991-01-03T00:00:00.000,,-1,692196,09/06/2015 1:33,8.313245952,4.299425,21,55,5,20/12/2012 1:39,543345
11663,7435,0,8,718,703.02,,0,1991-01-03T00:00:00.000,,-1,74358,09/06/2015 1:33,108.936587,703.01598,21,55,5,20/12/2012 1:39,543345
11725,7435,0,21,573,574.84,,0,1991-01-03T00:00:00.000,,-1,743521,09/06/2015 1:33,98.96518227,574.8355885,21,55,5,20/12/2012 1:39,543345
11766,6925,1,79,93.12968534,93.13,,1,1991-01-03T00:00:00.000,,-1,692579,09/06/2015 1:33,47.23172546,93.129925,21,55,5,20/12/2012 1:39,543345
11801,7455,0,17,654,656.31,,0,1991-01-03T00:00:00.000,,-1,745517,09/06/2015 1:33,117.79303,656.310101,21,55,5,20/12/2012 1:39,543345
11806,7455,0,16,562,561.23,,1,1991-01-03T00:00:00.000,,-1,745516,09/06/2015 1:33,106.7619307,561.233016,21,55,5,20/12/2012 1:39,543345
11813,7452,0,12,293,290.8,,0,1991-01-03T00:00:00.000,,-1,745212,09/06/2015 1:33,66.63227354,290.796581,21,55,5,20/12/2012 1:39,543345
11837,7452,0,13,276,282.09,,0,1991-01-03T00:00:00.000,,-1,745213,09/06/2015 1:33,67.85003287,282.0887135,21,55,5,20/12/2012 1:39,543345
11859,6936,1,194,656.8854,656.86,,1,1991-01-03T00:00:00.000,,-1,6936194,09/06/2015 1:33,106.0768877,656.857999,21,55,5,20/12/2012 1:39,543345
11865,6936,1,56,621.71155,621.7,,1,1991-01-03T00:00:00.000,,-1,693656,09/06/2015 1:33,101.8426458,621.7026145,21,55,5,20/12/2012 1:39,543345
11866,6936,1,181,39.93714999,39.94,,1,1991-01-03T00:00:00.000,,-1,6936181,09/06/2015 1:33,25.30493294,39.938719,21,55,5,20/12/2012 1:39,543345
11874,6936,1,199,646.92225,646.89,,1,1991-01-03T00:00:00.000,,-1,6936199,09/06/2015 1:33,103.4477749,646.885525,21,55,5,20/12/2012 1:39,543345
11879,6936,1,7,450.5388,450.24,,1,1991-01-03T00:00:00.000,,-1,69367,09/06/2015 1:33,91.50019968,450.2377045,21,55,5,20/12/2012 1:39,543345
11884,6936,1,34,438.1446,438.09,,1,1991-01-03T00:00:00.000,,-1,693634,09/06/2015 1:33,84.55808558,438.0902745,21,55,5,20/12/2012 1:39,543345
11887,6936,1,8,421.0397,421.1,,1,1991-01-03T00:00:00.000,,-1,69368,09/06/2015 1:33,90.96003937,421.0997605,21,55,5,20/12/2012 1:39,543345
11911,6936,1,27,653.16955,583.15,2010-11-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,693627,09/06/2015 1:33,100.5336607,583.1517625,21,55,5,20/12/2012 1:39,543345
11916,6936,1,161,296.30155,296.29,,1,1991-01-03T00:00:00.000,,-1,6936161,09/06/2015 1:33,77.73804022,296.288458,21,55,5,20/12/2012 1:39,543345
11919,6936,1,167,558.39,557.76,,1,1991-01-03T00:00:00.000,,-1,6936167,09/06/2015 1:33,98.88563171,557.762963,21,55,5,20/12/2012 1:39,543345
11927,6936,1,51,563.0776,562.88,,1,1991-01-03T00:00:00.000,,-1,693651,09/06/2015 1:33,97.52501298,562.884096,21,55,5,20/12/2012 1:39,543345
11928,6936,1,13,453.67085,453.63,,1,1991-01-03T00:00:00.000,,-1,693613,09/06/2015 1:33,87.53564797,453.6269865,21,55,5,20/12/2012 1:39,543345
11935,6921,1,31,442.7210112,442.77,,1,1991-01-03T00:00:00.000,,-1,692131,09/06/2015 1:33,87.52809656,442.7691015,21,55,5,20/12/2012 1:39,543345
11938,6921,1,36,582.19105,582.22,,1,1991-01-03T00:00:00.000,,-1,692136,09/06/2015 1:33,100.4770802,582.2215345,21,55,5,20/12/2012 1:39,543345
11941,7455,0,9,696,681.79,,0,1991-01-03T00:00:00.000,,-1,74559,09/06/2015 1:33,106.894517,681.7867535,21,55,5,20/12/2012 1:39,543345
11943,6921,1,40,3563.06925,3563.01,,1,1991-01-03T00:00:00.000,,-1,692140,09/06/2015 1:33,237.3566121,3563.007587,21,55,5,20/12/2012 1:39,543345
11945,6921,1,113,19.27838695,19.37,,2,1991-01-03T00:00:00.000,,-1,6921113,09/06/2015 1:33,37.3134899,19.373829,21,55,5,20/12/2012 1:39,543345
11948,6921,1,111,81.6042398,81.5,,0,1991-01-03T00:00:00.000,,-1,6921111,09/06/2015 1:33,43.28670714,81.4971005,21,55,5,20/12/2012 1:39,543345
11950,6921,1,39,519.6772768,519.69,,1,1991-01-03T00:00:00.000,,-1,692139,09/06/2015 1:33,95.5921937,519.690593,21,55,5,20/12/2012 1:39,543345
11982,6921,1,50,599.66555,599.7,,1,1991-01-03T00:00:00.000,,-1,692150,09/06/2015 1:33,102.1654375,599.6971135,21,55,5,20/12/2012 1:39,543345
12045,6936,1,129,420.65225,420.66,,1,1991-01-03T00:00:00.000,,-1,6936129,09/06/2015 1:33,85.15091453,420.6567885,21,55,5,20/12/2012 1:39,543345
12051,6936,1,153,279.8761399,279.8,,1,1991-01-03T00:00:00.000,,-1,6936153,09/06/2015 1:33,84.38486418,279.7977005,21,55,5,20/12/2012 1:39,543345
12066,6936,1,80,548.51,548.24,,1,1991-01-03T00:00:00.000,,-1,693680,09/06/2015 1:33,93.43828502,548.240841,21,55,5,20/12/2012 1:39,543345
12069,7435,0,2,528,527.11,,0,1991-01-03T00:00:00.000,,-1,74352,09/06/2015 1:33,95.87893238,527.110279,21,55,5,20/12/2012 1:39,543345
12083,7435,0,3,535,537.77,,0,1991-01-03T00:00:00.000,,-1,74353,09/06/2015 1:33,96.68713242,537.770462,21,55,5,20/12/2012 1:39,543345
12260,6923,0,12,666,669.88,2014-06-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,692312,09/06/2015 1:33,105.545356,669.8815105,21,55,5,20/12/2012 1:39,543345
12294,7452,0,24,278,291.65,,0,1991-01-03T00:00:00.000,,-1,745224,09/06/2015 1:33,67.66443386,291.653115,21,55,5,20/12/2012 1:39,543345
12305,7452,0,14,356,360.26,,0,1991-01-03T00:00:00.000,,-1,745214,09/06/2015 1:33,79.98518568,360.2558355,21,55,5,20/12/2012 1:39,543345
12308,7452,0,20,412,406.77,,0,1991-01-03T00:00:00.000,,-1,745220,09/06/2015 1:33,82.45429494,406.76962,21,55,5,20/12/2012 1:39,543345
12311,7455,0,7,511,518.54,,0,1991-01-03T00:00:00.000,,-1,74557,09/06/2015 1:33,93.02166627,518.54059,21,55,5,20/12/2012 1:39,543345
12322,6925,1,97,26.21114633,26.21,,0,1991-01-03T00:00:00.000,,-1,692597,09/06/2015 1:33,23.06057402,26.210045,21,55,5,20/12/2012 1:39,543345
12324,6925,1,98,223.2442414,223.24,,0,1991-01-03T00:00:00.000,,-1,692598,09/06/2015 1:33,66.32324693,223.2445495,21,55,5,20/12/2012 1:39,543345
12335,6925,1,168,34.39029447,34.4,,0,1991-01-03T00:00:00.000,,-1,6925168,09/06/2015 1:33,33.07025145,34.39672,21,55,5,20/12/2012 1:39,543345
12338,6925,1,167,193.1198756,193.13,,0,1991-01-03T00:00:00.000,,-1,6925167,09/06/2015 1:33,74.35467497,193.125374,21,55,5,20/12/2012 1:39,543345
12340,6925,1,155,86.09848944,86.08,,0,1991-01-03T00:00:00.000,,-1,6925155,09/06/2015 1:33,43.30918184,86.080317,21,55,5,20/12/2012 1:39,543345
12361,6925,1,161,69.87590882,69.88,,2,1991-01-03T00:00:00.000,,-1,6925161,09/06/2015 1:33,34.17120183,69.878624,21,55,5,20/12/2012 1:39,543345
12365,6925,1,162,55.3256374,55.32,,0,1991-01-03T00:00:00.000,,-1,6925162,09/06/2015 1:33,30.36100412,55.3217625,21,55,5,20/12/2012 1:39,543345
12366,6925,1,163,2.24928181,2.25,,2,1991-01-03T00:00:00.000,,-1,6925163,09/06/2015 1:33,8.151901025,2.2484375,21,55,5,20/12/2012 1:39,543345
12399,6921,1,32,535.9903648,536.08,,1,1991-01-03T00:00:00.000,,-1,692132,09/06/2015 1:33,93.35380273,536.083948,21,55,5,20/12/2012 1:39,543345
12405,6920,0,31,425,429.93,,1,1899-12-30T00:00:00.000,,-1,692031,09/06/2015 1:33,84.24428929,429.927184,21,55,5,20/12/2012 1:39,543345
12407,6920,0,41,362,364.58,,1,1899-12-30T00:00:00.000,,-1,692041,09/06/2015 1:33,86.33899793,364.578256,21,55,5,20/12/2012 1:39,543345
12418,6920,0,40,560,563.02,,1,1899-12-30T00:00:00.000,,-1,692040,09/06/2015 1:33,97.72422066,563.0163315,21,55,5,20/12/2012 1:39,543345
12422,6920,0,39,568,553.51,,1,1899-12-30T00:00:00.000,,-1,692039,09/06/2015 1:33,96.99921868,553.5062255,21,55,5,20/12/2012 1:39,543345
12426,6921,1,41,500.4535949,500.25,,0,1991-01-03T00:00:00.000,,-1,692141,09/06/2015 1:33,92.67378565,500.247855,21,55,5,20/12/2012 1:39,543345
12427,6920,0,45,750,746.16,,2,1899-12-30T00:00:00.000,,-1,692045,09/06/2015 1:33,114.0791429,746.1593935,21,55,5,20/12/2012 1:39,543345
12429,6920,0,36,428,429.38,,1,1899-12-30T00:00:00.000,,-1,692036,09/06/2015 1:33,85.44796031,429.376186,21,55,5,20/12/2012 1:39,543345
12447,6936,1,185,1648.44015,1649.08,,1,1991-01-03T00:00:00.000,,-1,6936185,09/06/2015 1:33,342.6968895,1649.081996,21,55,5,20/12/2012 1:39,543345
12455,6920,0,56,526,520.56,2008-01-15T00:00:00.000,2,1899-12-30T00:00:00.000,,-1,692056,09/06/2015 1:33,92.84719932,520.5579315,21,55,5,20/12/2012 1:39,543345
12461,6921,1,97,11.5912,11.59,,0,1991-01-03T00:00:00.000,,-1,692197,09/06/2015 1:33,13.64978227,11.585948,21,55,5,20/12/2012 1:39,543345
12465,6936,1,22,370.2294,370.25,2010-11-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,693622,09/06/2015 1:33,81.01007021,370.250905,21,55,5,20/12/2012 1:39,543345
12480,6936,1,5,428.8379,429.05,,1,1991-01-03T00:00:00.000,,-1,69365,09/06/2015 1:33,85.32106241,429.053566,21,55,5,20/12/2012 1:39,543345
12560,6923,0,9,338,343.15,2014-06-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69239,09/06/2015 1:33,85.4607749,343.154042,21,55,5,20/12/2012 1:39,543345
12570,6925,1,164,4.20162395,4.2,,2,1991-01-03T00:00:00.000,,-1,6925164,09/06/2015 1:33,8.420553242,4.2016,21,55,5,20/12/2012 1:39,543345
12572,6925,1,73,95.48722518,95.5,,1,1991-01-03T00:00:00.000,,-1,692573,09/06/2015 1:33,53.2463058,95.502983,21,55,5,20/12/2012 1:39,543345
12574,6925,1,74,91.78974916,91.78,,1,1991-01-03T00:00:00.000,,-1,692574,09/06/2015 1:33,52.04037217,91.778737,21,55,5,20/12/2012 1:39,543345
12592,6925,1,75,87.5826103,87.56,,1,1991-01-03T00:00:00.000,,-1,692575,09/06/2015 1:33,50.01573318,87.561149,21,55,5,20/12/2012 1:39,543345
12670,6925,1,160,79.17326532,79.17,,2,1991-01-03T00:00:00.000,,-1,6925160,09/06/2015 1:33,67.77128288,79.171576,21,55,5,20/12/2012 1:39,543345
12676,6925,1,103,88.67572946,88.67,,1,1991-01-03T00:00:00.000,,-1,6925103,09/06/2015 1:33,46.04147062,88.671645,21,55,5,20/12/2012 1:39,543345
12679,6925,1,109,1219.622701,1219.6,,1,1991-01-03T00:00:00.000,,-1,6925109,09/06/2015 1:33,151.7933024,1219.598171,21,55,5,20/12/2012 1:39,543345
12745,6925,1,101,144.4292038,144.42,,1,1991-01-03T00:00:00.000,,-1,6925101,09/06/2015 1:33,49.52256783,144.422265,21,55,5,20/12/2012 1:39,543345
12746,6925,1,104,79.62192474,79.62,,1,1991-01-03T00:00:00.000,,-1,6925104,09/06/2015 1:33,44.61642816,79.6222,21,55,5,20/12/2012 1:39,543345
12753,6925,1,72,95.58484215,95.58,,1,1991-01-03T00:00:00.000,,-1,692572,09/06/2015 1:33,53.26027877,95.5828,21,55,5,20/12/2012 1:39,543345
12755,6925,1,76,90.97070741,90.99,,1,1991-01-03T00:00:00.000,,-1,692576,09/06/2015 1:33,49.3696211,90.987496,21,55,5,20/12/2012 1:39,543345
12758,6925,1,77,86.44976372,86.46,,1,1991-01-03T00:00:00.000,,-1,692577,09/06/2015 1:33,48.16363947,86.4552,21,55,5,20/12/2012 1:39,543345
12842,6936,1,42,568.0662,567.81,,1,1991-01-03T00:00:00.000,,-1,693642,09/06/2015 1:33,98.15990895,567.807222,21,55,5,20/12/2012 1:39,543345
12843,6936,1,28,653.16955,653.13,2010-11-23T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,693628,09/06/2015 1:33,105.4373411,653.133918,21,55,5,20/12/2012 1:39,543345
12849,6936,1,43,574.612,574.3,,1,1991-01-03T00:00:00.000,,-1,693643,09/06/2015 1:33,98.55013082,574.3048725,21,55,5,20/12/2012 1:39,543345
12853,6936,1,14,462.5515,462.59,,1,1991-01-03T00:00:00.000,,-1,693614,09/06/2015 1:33,88.33992213,462.592499,21,55,5,20/12/2012 1:39,543345
12854,6936,1,128,429.0078,428.97,,1,1991-01-03T00:00:00.000,,-1,6936128,09/06/2015 1:33,85.77896719,428.9708715,21,55,5,20/12/2012 1:39,543345
12970,6936,1,35,435.4331,435.41,,1,1991-01-03T00:00:00.000,,-1,693635,09/06/2015 1:33,86.12312744,435.4055465,21,55,5,20/12/2012 1:39,543345
12980,6936,1,195,698.5569,698.76,,1,1991-01-03T00:00:00.000,,-1,6936195,09/06/2015 1:33,105.9668869,698.763875,21,55,5,20/12/2012 1:39,543345
12981,6936,1,55,337.37095,337.33,,1,1991-01-03T00:00:00.000,,-1,693655,09/06/2015 1:33,83.68253339,337.326342,21,55,5,20/12/2012 1:39,543345
12984,6936,1,71,578.36075,578.29,,1,1991-01-03T00:00:00.000,,-1,693671,09/06/2015 1:33,100.5380731,578.294044,21,55,5,20/12/2012 1:39,543345
13056,6936,1,54,295.31715,295.33,,1,1991-01-03T00:00:00.000,,-1,693654,09/06/2015 1:33,80.1908911,295.3348585,21,55,5,20/12/2012 1:39,543345
13059,6936,1,197,509.59705,510.01,,1,1991-01-03T00:00:00.000,,-1,6936197,09/06/2015 1:33,90.38997368,510.0113255,21,55,5,20/12/2012 1:39,543345
13061,6936,1,160,293.91025,293.91,,1,1991-01-03T00:00:00.000,,-1,6936160,09/06/2015 1:33,77.86337079,293.9138155,21,55,5,20/12/2012 1:39,543345
13064,6936,1,126,427.20315,427.18,,1,1991-01-03T00:00:00.000,,-1,6936126,09/06/2015 1:33,83.63625739,427.1820225,21,55,5,20/12/2012 1:39,543345
13111,6936,1,12,311.73765,311.65,,1,1991-01-03T00:00:00.000,,-1,693612,09/06/2015 1:33,75.92190481,311.649857,21,55,5,20/12/2012 1:39,543345
13162,6936,1,49,567.05515,566.73,,1,1991-01-03T00:00:00.000,,-1,693649,09/06/2015 1:33,95.2915853,566.7307035,21,55,5,20/12/2012 1:39,543345
13164,6936,1,48,651.7607,654.44,,1,1991-01-03T00:00:00.000,,-1,693648,09/06/2015 1:33,103.3931783,654.4398165,21,55,5,20/12/2012 1:39,543345
13360,7455,0,29,16,14.87,,2,1991-01-03T00:00:00.000,,-1,745529,09/06/2015 1:33,15.51064475,14.86514,21,55,5,20/12/2012 1:39,543345
13361,7452,0,25,482,478.83,,0,1991-01-03T00:00:00.000,,-1,745225,09/06/2015 1:33,87.57089894,478.8306995,21,55,5,20/12/2012 1:39,543345
13434,7452,0,23,602,599.32,,0,1991-01-03T00:00:00.000,,-1,745223,09/06/2015 1:33,104.3039748,599.3185105,21,55,5,20/12/2012 1:39,543345
13440,7452,0,28,421,426.62,,0,1991-01-03T00:00:00.000,,-1,745228,09/06/2015 1:33,85.00276774,426.6246605,21,55,5,20/12/2012 1:39,543345
13441,7452,0,22,273,272.17,,0,1991-01-03T00:00:00.000,,-1,745222,09/06/2015 1:33,66.35862619,272.1742805,21,55,5,20/12/2012 1:39,543345
13636,6921,1,34,554.05565,554.12,,1,1991-01-03T00:00:00.000,,-1,692134,09/06/2015 1:33,98.28958397,554.1161525,21,55,5,20/12/2012 1:39,543345
13647,7452,0,18,308,296.64,,0,1991-01-03T00:00:00.000,,-1,745218,09/06/2015 1:33,74.1977242,296.642741,21,55,5,20/12/2012 1:39,543345
13806,6939,1,132,438.2816449,438.31,,0,1991-01-03T00:00:00.000,,-1,6939132,09/06/2015 1:33,95.05080193,438.311652,21,55,5,20/12/2012 1:39,543345
13809,6920,0,42,212,207.02,,1,1899-12-30T00:00:00.000,,-1,692042,09/06/2015 1:33,76.0640203,207.0240475,21,55,5,20/12/2012 1:39,543345
13812,6921,1,114,545.37495,545.33,,0,1991-01-03T00:00:00.000,,-1,6921114,09/06/2015 1:33,137.2514381,545.3343965,21,55,5,20/12/2012 1:39,543345
13813,6920,0,32,422,423.48,,1,1899-12-30T00:00:00.000,,-1,692032,09/06/2015 1:33,82.7472397,423.4765675,21,55,5,20/12/2012 1:39,543345
13815,6921,1,112,63.73244637,63.74,,2,1991-01-03T00:00:00.000,,-1,6921112,09/06/2015 1:33,41.50271766,63.73928,21,55,5,20/12/2012 1:39,543345
13944,6920,0,33,414,420.23,,1,1899-12-30T00:00:00.000,,-1,692033,09/06/2015 1:33,83.53084847,420.2315985,21,55,5,20/12/2012 1:39,543345
13948,6920,0,53,716,721.08,,2,1899-12-30T00:00:00.000,,-1,692053,09/06/2015 1:33,108.2062404,721.080336,21,55,5,20/12/2012 1:39,543345
13951,6920,0,37,400,418.87,,1,1899-12-30T00:00:00.000,,-1,692037,09/06/2015 1:33,82.86079433,418.8748865,21,55,5,20/12/2012 1:39,543345
13955,6921,1,117,540.57885,540.69,,1,1991-01-03T00:00:00.000,,-1,6921117,09/06/2015 1:33,92.42872681,540.6930255,21,55,5,20/12/2012 1:39,543345
13973,6921,1,56,592.21075,592.12,,1,1991-01-03T00:00:00.000,,-1,692156,09/06/2015 1:33,101.2987984,592.118194,21,55,5,20/12/2012 1:39,543345
13974,6921,1,121,18.29899999,18.28,,2,1991-01-03T00:00:00.000,,-1,6921121,09/06/2015 1:33,16.91532325,18.284512,21,55,5,20/12/2012 1:39,543345
