OBJECTID,ms_gush,k_status_hesder,ms_chelka,ms_shetach_rashum,ms_shetach,tr_idkun_acharon,k_input_source,tr_chelka,heara,sw_baalut,ms_gush_vechelka,date_import,Shape_Length,Shape_Area,oidtatrova,ktatrova,krova,dateimport,ShapeArea
4334,6951,0,111,514,515.01,,1,1991-01-03T00:00:00.000,,-1,6951111,06/09/2015 1:33,94.54452496,515.010355,13,34,3,12/20/2012 1:39,816853
4335,7091,0,192,344,330.58,2011-01-18T00:00:00.000,0,1899-12-30T00:00:00.000,,-1,7091192,06/09/2015 1:33,77.70381387,330.5843595,13,34,3,12/20/2012 1:39,816853
4506,6903,0,127,436,436.69,,1,1991-01-03T00:00:00.000,,-1,6903127,06/09/2015 1:33,87.8761867,436.6903235,13,34,3,12/20/2012 1:39,816853
4507,6903,0,199,931,934.81,,2,1991-01-03T00:00:00.000,,-1,6903199,06/09/2015 1:33,212.2037092,934.81023,13,34,3,12/20/2012 1:39,816853
4512,7111,0,53,459,472.23,,1,1991-01-03T00:00:00.000,,-1,711153,06/09/2015 1:33,91.48673365,472.23037,13,34,3,12/20/2012 1:39,816853
4569,6903,0,169,221,223.71,,1,1991-01-03T00:00:00.000,,-1,6903169,06/09/2015 1:33,73.36717673,223.7104125,13,34,3,12/20/2012 1:39,816853
4573,7111,0,52,449,450.28,,1,1991-01-03T00:00:00.000,,-1,711152,06/09/2015 1:33,89.9138344,450.2820435,13,34,3,12/20/2012 1:39,816853
4574,7111,0,83,506,509.63,,1,1991-01-03T00:00:00.000,,-1,711183,06/09/2015 1:33,94.58545433,509.626202,13,34,3,12/20/2012 1:39,816853
4577,6904,0,25,511,498.26,,1,1991-01-03T00:00:00.000,,-1,690425,06/09/2015 1:33,93.51079959,498.2631125,13,34,3,12/20/2012 1:39,816853
4578,6904,0,66,20,17.82,,1,1991-01-03T00:00:00.000,,-1,690466,06/09/2015 1:33,16.94240919,17.824262,13,34,3,12/20/2012 1:39,816853
4638,6215,0,91,504,493.04,2014-02-03T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,621591,06/09/2015 1:33,91.10003442,493.0424785,13,34,3,12/20/2012 1:39,816853
4663,7113,0,77,563,570.16,,1,1991-01-03T00:00:00.000,,-1,711377,06/09/2015 1:33,99.50548761,570.157397,13,34,3,12/20/2012 1:39,816853
4666,6215,0,375,516,525.32,,1,1991-01-03T00:00:00.000,,-1,6215375,06/09/2015 1:33,96.86049252,525.324655,13,34,3,12/20/2012 1:39,816853
4668,6903,0,4,458,448.08,,1,1991-01-03T00:00:00.000,,-1,69034,06/09/2015 1:33,84.74997561,448.0769035,13,34,3,12/20/2012 1:39,816853
4669,6952,0,6,436,406.79,,1,1991-01-03T00:00:00.000,,-1,69526,06/09/2015 1:33,82.90821413,406.791475,13,34,3,12/20/2012 1:39,816853
4670,6903,0,3,431,433.54,,1,1991-01-03T00:00:00.000,,-1,69033,06/09/2015 1:33,84.65275767,433.538053,13,34,3,12/20/2012 1:39,816853
4725,7091,0,100,392,386.33,2011-01-18T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,7091100,06/09/2015 1:33,86.97694578,386.3284205,13,34,3,12/20/2012 1:39,816853
4726,6951,0,50,526,525.33,,1,1991-01-03T00:00:00.000,,-1,695150,06/09/2015 1:33,96.197805,525.333475,13,34,3,12/20/2012 1:39,816853
4727,6951,0,110,489,483.4,,1,1991-01-03T00:00:00.000,,-1,6951110,06/09/2015 1:33,88.8740962,483.4025925,13,34,3,12/20/2012 1:39,816853
4805,6215,0,7,558,565.45,,1,1991-01-03T00:00:00.000,,-1,62157,06/09/2015 1:33,97.52142617,565.4510875,13,34,3,12/20/2012 1:39,816853
4806,7078,0,157,214,214.01,,1,1991-01-03T00:00:00.000,,-1,7078157,06/09/2015 1:33,62.15099028,214.013023,13,34,3,12/20/2012 1:39,816853
4808,6215,0,98,444,446.21,2014-02-03T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,621598,06/09/2015 1:33,86.53896443,446.2132645,13,34,3,12/20/2012 1:39,816853
4809,6215,0,389,20,29.63,,2,1991-01-03T00:00:00.000,,-1,6215389,06/09/2015 1:33,42.44690134,29.63085,13,34,3,12/20/2012 1:39,816853
4810,7078,0,170,453,439.53,,1,1991-01-03T00:00:00.000,,-1,7078170,06/09/2015 1:33,85.78224089,439.527142,13,34,3,12/20/2012 1:39,816853
4811,6215,0,388,461,451.51,,1,1991-01-03T00:00:00.000,,-1,6215388,06/09/2015 1:33,83.64741739,451.5143,13,34,3,12/20/2012 1:39,816853
