OBJECTID,ms_gush,k_status_hesder,ms_chelka,ms_shetach_rashum,ms_shetach,tr_idkun_acharon,k_input_source,tr_chelka,heara,sw_baalut,ms_gush_vechelka,date_import,Shape_Length,Shape_Area,oidtatrova,ktatrova,krova,dateimport,ShapeArea
13045,7060,0,1,342,329.81,,1,1991-01-03T00:00:00.000,,-1,70601,06/09/2015 1:33,77.17069146,329.809,25,82,8,12/20/2012 1:39,1191173
16745,6975,0,1,564,544.46,,1,1991-01-03T00:00:00.000,,-1,69751,06/09/2015 1:33,109.4189102,544.4551625,25,82,8,12/20/2012 1:39,1191173
18957,7062,0,1,72,72.68,,1,1991-01-03T00:00:00.000,,-1,70621,06/09/2015 1:33,34.85294742,72.680368,25,82,8,12/20/2012 1:39,1191173
18961,6971,0,1,2660,2653.13,,1,1991-01-03T00:00:00.000,,-1,69711,06/09/2015 1:33,222.18908,2653.129344,25,82,8,12/20/2012 1:39,1191173
19581,9036,0,1,472,471.77,2005-05-08T00:00:00.000,0,1991-01-03T00:00:00.000,,-1,90361,06/09/2015 1:33,88.74764295,471.7708175,25,82,8,12/20/2012 1:39,1191173
23483,9035,0,1,108,100.03,2005-05-08T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,90351,06/09/2015 1:33,44.55726358,100.034786,25,82,8,12/20/2012 1:39,1191173
30071,7066,0,1,795,778.07,2010-03-16T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,70661,06/09/2015 1:33,289.3017139,778.066591,25,82,8,12/20/2012 1:39,1191173
30107,6974,0,1,332,328.86,2010-04-11T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69741,06/09/2015 1:33,72.67451944,328.8637295,25,82,8,12/20/2012 1:39,1191173
33541,6972,0,1,227,236.96,2011-10-27T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69721,06/09/2015 1:33,67.31376155,236.960756,25,82,8,12/20/2012 1:39,1191173
37865,7061,0,1,100,103.67,2013-09-17T00:00:00.000,1,1899-12-30T00:00:00.000,,-1,70611,06/09/2015 1:33,42.48749506,103.6740655,25,82,8,12/20/2012 1:39,1191173
16746,6975,0,2,520,538.46,,1,1991-01-03T00:00:00.000,,-1,69752,06/09/2015 1:33,94.56769505,538.463054,25,82,8,12/20/2012 1:39,1191173
19579,7060,0,2,504,512.11,2005-05-08T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,70602,06/09/2015 1:33,90.88560249,512.11154,25,82,8,12/20/2012 1:39,1191173
19583,9036,0,2,376,375.91,2005-05-08T00:00:00.000,2,2004-10-13T00:00:00.000,,-1,90362,06/09/2015 1:33,77.74590044,375.9120255,25,82,8,12/20/2012 1:39,1191173
23484,9035,0,2,271,276.13,2005-05-08T00:00:00.000,0,1991-01-03T00:00:00.000,,-1,90352,06/09/2015 1:33,84.68522604,276.12974,25,82,8,12/20/2012 1:39,1191173
24974,6981,0,2,22154,22497.14,2008-02-04T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69812,06/09/2015 1:33,659.9925384,22497.13645,25,82,8,12/20/2012 1:39,1191173
28724,6971,0,2,11811,11750.4,2009-11-09T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69712,06/09/2015 1:33,490.2637511,11750.39885,25,82,8,12/20/2012 1:39,1191173
37864,7061,0,2,215,215.46,2013-09-17T00:00:00.000,1,1899-12-30T00:00:00.000,,-1,70612,06/09/2015 1:33,66.09208367,215.464779,25,82,8,12/20/2012 1:39,1191173
43184,6974,0,2,932,954.93,2014-03-19T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69742,06/09/2015 1:33,299.073664,954.9348935,25,82,8,12/20/2012 1:39,1191173
14931,7060,0,3,267,265.05,,1,1991-01-03T00:00:00.000,,-1,70603,06/09/2015 1:33,74.11751649,265.04758,25,82,8,12/20/2012 1:39,1191173
16748,6975,0,3,428,431.61,,1,1991-01-03T00:00:00.000,,-1,69753,06/09/2015 1:33,84.46908929,431.6128985,25,82,8,12/20/2012 1:39,1191173
20009,9035,0,3,385,384.82,2005-05-08T00:00:00.000,2,2005-05-04T00:00:00.000,,-1,90353,06/09/2015 1:33,82.54240213,384.8210895,25,82,8,12/20/2012 1:39,1191173
22812,6980,0,3,45031,45030.5,2005-01-24T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69803,06/09/2015 1:33,945.8570515,45030.49642,25,82,8,12/20/2012 1:39,1191173
23588,9036,0,3,623,623.43,2005-05-08T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,90363,06/09/2015 1:33,119.9401726,623.429005,25,82,8,12/20/2012 1:39,1191173
30226,7066,0,3,251,240.88,2010-03-16T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,70663,06/09/2015 1:33,65.13228368,240.8829765,25,82,8,12/20/2012 1:39,1191173
33542,6972,0,3,329,231.98,2011-10-27T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69723,06/09/2015 1:33,66.62265444,231.9836045,25,82,8,12/20/2012 1:39,1191173
33695,6971,0,3,30518,30435.85,2011-11-27T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69713,06/09/2015 1:33,800.3705782,30435.85219,25,82,8,12/20/2012 1:39,1191173
35437,6973,0,3,604,597.99,2012-11-19T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69733,06/09/2015 1:33,98.29617371,597.988425,25,82,8,12/20/2012 1:39,1191173
37206,7061,0,3,135,136.25,2013-06-04T00:00:00.000,1,1899-12-30T00:00:00.000,,-1,70613,06/09/2015 1:33,47.22278652,136.250893,25,82,8,12/20/2012 1:39,1191173
41035,6013,0,3,19287,19172.5,2014-09-01T00:00:00.000,0,1899-12-30T00:00:00.000,,-1,60133,06/09/2015 1:33,1574.906873,19172.5011,25,82,8,12/20/2012 1:39,1191173
14030,6975,0,4,409,397.15,,1,1991-01-03T00:00:00.000,,-1,69754,06/09/2015 1:33,85.00784171,397.152789,25,82,8,12/20/2012 1:39,1191173
14424,7060,0,4,257,256.88,,1,1991-01-03T00:00:00.000,,-1,70604,06/09/2015 1:33,73.3440113,256.881115,25,82,8,12/20/2012 1:39,1191173
14459,6972,0,4,226,230.7,,1,1991-01-03T00:00:00.000,,-1,69724,06/09/2015 1:33,66.39436282,230.701605,25,82,8,12/20/2012 1:39,1191173
19543,9035,0,4,162,162.49,2005-05-08T00:00:00.000,0,2005-05-04T00:00:00.000,,-1,90354,06/09/2015 1:33,51.07497064,162.485594,25,82,8,12/20/2012 1:39,1191173
20113,9036,0,4,528,528.48,2005-05-08T00:00:00.000,0,1991-01-03T00:00:00.000,,-1,90364,06/09/2015 1:33,104.5492335,528.483336,25,82,8,12/20/2012 1:39,1191173
22813,6980,0,4,2018,1957.09,2005-01-24T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69804,06/09/2015 1:33,421.7811007,1957.089471,25,82,8,12/20/2012 1:39,1191173
23952,6948,1,4,481.5924433,481.58,,1,1991-01-03T00:00:00.000,,-1,69484,06/09/2015 1:33,90.3184488,481.5817545,25,82,8,12/20/2012 1:39,1191173
31490,7066,0,4,498,506.69,2010-03-16T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,70664,06/09/2015 1:33,90.84429966,506.688598,25,82,8,12/20/2012 1:39,1191173
35435,6973,0,4,268,264.4,2012-11-19T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69734,06/09/2015 1:33,68.54177345,264.4045645,25,82,8,12/20/2012 1:39,1191173
37253,7061,0,4,150,148.37,2013-06-04T00:00:00.000,1,1899-12-30T00:00:00.000,,-1,70614,06/09/2015 1:33,48.72456276,148.36757,25,82,8,12/20/2012 1:39,1191173
39630,6974,0,4,299,294.91,2014-03-19T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69744,06/09/2015 1:33,70.78989887,294.9102495,25,82,8,12/20/2012 1:39,1191173
41962,6971,0,4,37453,37410.79,2015-02-16T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69714,06/09/2015 1:33,805.6674015,37410.7911,25,82,8,12/20/2012 1:39,1191173
44529,6013,0,4,85611,85916.96,2014-09-01T00:00:00.000,2,1899-12-30T00:00:00.000,,-1,60134,06/09/2015 1:33,1871.794251,85916.9567,25,82,8,12/20/2012 1:39,1191173
14141,6975,0,5,376,378.39,,1,1991-01-03T00:00:00.000,,-1,69755,06/09/2015 1:33,83.14403853,378.388945,25,82,8,12/20/2012 1:39,1191173
14513,7060,0,5,271,267.97,,1,1991-01-03T00:00:00.000,,-1,70605,06/09/2015 1:33,73.99150948,267.96578,25,82,8,12/20/2012 1:39,1191173
14915,6972,0,5,227,225.18,,0,1991-01-03T00:00:00.000,,-1,69725,06/09/2015 1:33,62.44951095,225.1847,25,82,8,12/20/2012 1:39,1191173
16379,6974,0,5,303,303.88,,1,1991-01-03T00:00:00.000,,-1,69745,06/09/2015 1:33,71.92199897,303.87836,25,82,8,12/20/2012 1:39,1191173
19587,9036,0,5,446,445.84,2005-05-08T00:00:00.000,1,2004-10-13T00:00:00.000,,-1,90365,06/09/2015 1:33,85.19267523,445.837959,25,82,8,12/20/2012 1:39,1191173
19912,9035,0,5,169,167.87,,2,2005-05-08T00:00:00.000,,-1,90355,06/09/2015 1:33,51.81596866,167.871992,25,82,8,12/20/2012 1:39,1191173
27593,6948,1,5,496.6318194,496.59,,2,1991-01-03T00:00:00.000,,-1,69485,06/09/2015 1:33,88.74876694,496.5904865,25,82,8,12/20/2012 1:39,1191173
28326,6980,0,5,9388,9050.77,2008-02-03T00:00:00.000,2,1991-01-03T00:00:00.000,,-1,69805,06/09/2015 1:33,1046.453092,9050.772361,25,82,8,12/20/2012 1:39,1191173
30224,7066,0,5,501,501.9,2010-03-16T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,70665,06/09/2015 1:33,93.10968357,501.9049185,25,82,8,12/20/2012 1:39,1191173
31513,6973,0,5,264,264.29,2010-04-11T00:00:00.000,1,1991-01-03T00:00:00.000,,-1,69735,06/09/2015 1:33,68.45749983,264.285984,25,82,8,12/20/2012 1:39,1191173
37190,7061,0,5,218,221.22,2013-06-04T00:00:00.000,1,1899-12-30T00:00:00.000,,-1,70615,06/09/2015 1:33,61.18417148,221.217592,25,82,8,12/20/2012 1:39,1191173
14491,7060,0,6,266,253.55,,2,1991-01-03T00:00:00.000,,-1,70606,06/09/2015 1:33,72.1803101,253.5481705,25,82,8,12/20/2012 1:39,1191173
14927,6972,0,6,231,227.45,,1,1991-01-03T00:00:00.000,,-1,69726,06/09/2015 1:33,62.89776881,227.45425,25,82,8,12/20/2012 1:39,1191173
16108,6974,0,6,538,551.04,,1,1991-01-03T00:00:00.000,,-1,69746,06/09/2015 1:33,94.12199945,551.038725,25,82,8,12/20/2012 1:39,1191173
